"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"14D","1414 DEGREES LIMITED","2018-09-12","Capital Goods",21032598
"1AD","ADALTA LIMITED","2016-08-22","Pharmaceuticals, Biotechnology & Life Sciences",22311342
"1AG","ALTERRA LIMITED","2008-05-16","Commercial & Professional Services",11388827
"1ST","1ST GROUP LIMITED","2015-06-09","Health Care Equipment & Services",8067721
"1VG","VICTORY GOLDFIELDS LIMITED","2021-07-22","Materials",14580674
"29M","29METALS LIMITED","2021-07-02","Materials",1153092000
"2BE","TUBI LIMITED","2019-06-14","Energy","N/A"
"360","LIFE360 INC.","2019-05-10","Software & Services",1489527656
"3DA","AMAERO INTERNATIONAL LTD","2019-12-06","Capital Goods",105049487
"3DP","POINTERRA LIMITED","2008-03-27","Software & Services",257566358
"3MF","3D METALFORGE LIMITED","2021-03-02","Commercial & Professional Services",28517893
"3PL","3P LEARNING LIMITED..","2014-07-09","Consumer Services",344222792
"4DS","4DS MEMORY LIMITED","2010-12-09","Semiconductors & Semiconductor Equipment",184932782
"4DX","4DMEDICAL LIMITED","2020-08-07","Health Care Equipment & Services",450572511
"5GG","PENTANET LIMITED","2021-01-29","Telecommunication Services",169508685
"5GN","5G NETWORKS LIMITED","2017-11-17","Telecommunication Services",125041402
"88E","88 ENERGY LIMITED","2000-01-20","Energy",433425524
"8CO","8COMMON LIMITED","2014-08-27","Software & Services",37665159
"8EC","8IP EMERGING COMPANIES LIMITED","2015-12-01","Not Applic","N/A"
"8IH","8I HOLDINGS LTD","2014-12-17","Diversified Financials",86822182
"8VI","8VI HOLDINGS LIMITED","2015-12-16","Consumer Services",214026181
"92E","92 ENERGY LIMITED","2021-04-15","Energy",19193650
"99L","99 LOYALTY LIMITED.","2013-10-08","Software & Services",75379380
"9SP","9 SPOKES INTERNATIONAL LIMITED","2016-06-09","Software & Services",20160053
"A1G","AFRICAN GOLD LTD.","2019-02-14","Materials",16453412
"A1M","AIC MINES LIMITED","1993-11-04","Materials","N/A"
"A2B","A2B AUSTRALIA LIMITED","1999-12-14","Transportation",154753428
"A2M","THE A2 MILK COMPANY LIMITED","2015-03-31","Food, Beverage & Tobacco",4260855934
"A3D","AURORA LABS LIMITED","2016-08-16","Capital Goods",21405506
"A4N","ALPHA HPA LIMITED","2007-10-22","Materials",400103910
"A8G","AUSTRALASIAN GOLD LIMITED","2021-05-13","Materials",8885163
"AAC","AUSTRALIAN AGRICULTURAL COMPANY LIMITED.","2001-08-10","Food, Beverage & Tobacco",831818111
"AAJ","ARUMA RESOURCES LIMITED","2010-07-23","Materials",9112689
"AAP","AUSTRALIAN AGRICULTURAL PROJECTS LIMITED","2004-01-07","Food, Beverage & Tobacco",8541166
"AAR","ANGLO AUSTRALIAN RESOURCES NL","1986-11-13","Materials",48290518
"AAU","ANTILLES GOLD LIMITED","1993-11-25","Materials",19433921
"ABA","AUSWIDE BANK LTD","1994-09-19","Banks",293234910
"ABB","AUSSIE BROADBAND LIMITED","2020-10-16","Class Pend",789911108
"ABC","ADBRI LIMITED","1962-05-31","Materials",2218933687
"ABL","ABILENE OIL AND GAS LIMITED","1974-01-01","Energy","N/A"
"ABP","ABACUS PROPERTY GROUP","2002-11-14","Real Estate",2892363710
"ABR","AMERICAN PACIFIC BORATES LIMITED","2017-07-28","Materials",546280393
"ABV","ADVANCED BRAKING TECHNOLOGY LTD","2002-05-28","Automobiles & Components",12891058
"ABX","AUSTRALIAN BAUXITE LIMITED.","2009-12-24","Materials",21022496
"ABY","ADORE BEAUTY GROUP LIMITED","2020-10-23","Retailing",451797586
"AC8","AUSCANN GROUP HOLDINGS LTD","1989-05-03","Pharmaceuticals, Biotechnology & Life Sciences",41851975
"ACB","A-CAP ENERGY LIMITED","2006-05-19","Energy",53184977
"ACF","ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED","2008-06-27","Capital Goods",103535772
"ACL","AUSTRALIAN CLINICAL LABS LIMITED","2021-05-14","Health Care Equipment & Services",888069666
"ACP","AUDALIA RESOURCES LIMITED","2011-07-06","Materials",11766315
"ACQ","ACORN CAPITAL INVESTMENT FUND LIMITED","2014-05-01","Not Applic",109591898
"ACR","ACRUX LIMITED","2004-09-29","Pharmaceuticals, Biotechnology & Life Sciences",35413174
"ACS","ACCENT RESOURCES NL","2005-08-26","Materials",24233419
"ACU","ACUMENTIS GROUP LIMITED","2003-12-05","Real Estate",28675761
"ACW","ACTINOGEN MEDICAL LIMITED","2007-10-16","Pharmaceuticals, Biotechnology & Life Sciences",174358647
"AD1","AD1 HOLDINGS LIMITED","2016-06-23","Media & Entertainment",21760430
"AD8","AUDINATE GROUP LIMITED","2017-06-30","Technology Hardware & Equipment",760950743
"ADA","ADACEL TECHNOLOGIES LIMITED","1998-02-27","Software & Services",94556718
"ADD","ADAVALE RESOURCES LIMITED","1992-02-06","Energy",15261773
"ADH","ADAIRS LIMITED","2015-06-17","Retailing",669545217
"ADI","APN INDUSTRIA REIT","2013-12-03","Real Estate",775275394
"ADN","ANDROMEDA METALS LIMITED","1996-09-17","Materials",393768327
"ADO","ANTEOTECH LTD","2000-04-07","Pharmaceuticals, Biotechnology & Life Sciences",325114633
"ADR","ADHERIUM LIMITED","2015-08-26","Health Care Equipment & Services",31936289
"ADS","ADSLOT LTD.","1987-12-17","Software & Services",49550157
"ADT","ADRIATIC METALS PLC","2018-05-01","Materials",601152767
"ADV","ARDIDEN LTD","2005-10-25","Materials",30090959
"ADX","ADX ENERGY LTD","1987-01-29","Energy",17279064
"ADY","ADMIRALTY RESOURCES NL.","1983-12-01","Materials",18250108
"AE1","AERISON GROUP LTD","2021-07-12","Capital Goods",68835935
"AEE","AURA ENERGY LIMITED","2006-05-30","Energy","N/A"
"AEF","AUSTRALIAN ETHICAL INVESTMENT LIMITED","2002-12-17","Diversified Financials",1148596550
"AEG","ABSOLUTE EQUITY PERFORMANCE FUND LIMITED","2015-12-16","Not Applic",103147309
"AEI","AERIS ENVIRONMENTAL LTD","2000-09-12","Commercial & Professional Services",31697619
"AER","AEERIS LTD","2015-04-01","Media & Entertainment",8996079
"AEV","AVENIRA LIMITED","2006-10-10","Materials",6039970
"AFA","ASF GROUP LIMITED","1985-05-29","Diversified Financials",39636314
"AFG","AUSTRALIAN FINANCE GROUP LTD","2015-05-22","Banks",802004053
"AFI","AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED","1962-06-30","Not Applic",10298663155
"AFL","AF LEGAL GROUP LTD","2003-09-19","Commercial & Professional Services",32152809
"AFP","AFT PHARMACEUTICALS LIMITED","2015-12-22","Pharmaceuticals, Biotechnology & Life Sciences",415575134
"AFR","AFRICAN ENERGY RESOURCES LIMITED","2007-04-18","Energy",25408293
"AFW","APPLYFLOW LIMITED","2010-11-30","Media & Entertainment",20609835
"AGC","AUSTRALIAN GOLD AND COPPER LTD","2021-01-20","Materials",12500000
"AGD","AUSTRAL GOLD LIMITED","1997-04-18","Materials",69293365
"AGE","ALLIGATOR ENERGY LIMITED","2011-02-03","Energy",108559373
"AGG","ANGLOGOLD ASHANTI LIMITED","1999-11-16","Materials",9113318999
"AGH","ALTHEA GROUP HOLDINGS LIMITED","2018-09-21","Pharmaceuticals, Biotechnology & Life Sciences",87416746
"AGI","AINSWORTH GAME TECHNOLOGY LIMITED","2001-12-17","Consumer Services",355317595
"AGJ","AGRICULTURAL LAND TRUST","2003-04-10","Real Estate","N/A"
"AGL","AGL ENERGY LIMITED.","2006-10-12","Utilities",4105792683
"AGN","ARGENICA THERAPEUTICS LIMITED","2021-06-11","Pharmaceuticals, Biotechnology & Life Sciences",19390646
"AGR","AGUIA RESOURCES LIMITED","2008-02-13","Materials",14025582
"AGS","ALLIANCE RESOURCES LIMITED","1994-10-19","Materials",33282741
"AGY","ARGOSY MINERALS LIMITED","1997-04-03","Materials",218797548
"AHC","AUSTCO HEALTHCARE LIMITED","2004-09-24","Health Care Equipment & Services",41207398
"AHF","AUSTRALIAN DAIRY NUTRITIONALS GROUP","2006-06-30","Food, Beverage & Tobacco",26590013
"AHI","ADVANCED HUMAN IMAGING LTD","2015-08-17","Software & Services",186212385
"AHK","ARK MINES LIMITED","2011-05-09","Materials","N/A"
"AHN","ATHENA RESOURCES LIMITED","2006-11-22","Materials","N/A"
"AHQ","ALLEGIANCE COAL LIMITED","2012-05-29","Materials",213717429
"AHX","APIAM ANIMAL HEALTH LIMITED","2015-12-15","Health Care Equipment & Services",125041283
"AIA","AUCKLAND INTERNATIONAL AIRPORT LIMITED","1999-02-22","Transportation",10219504891
"AIB","AURORA GLOBAL INCOME TRUST","2007-12-24","Not Applic",766347
"AII","ALMONTY INDUSTRIES INC.","2021-08-02","Materials",203550463
"AIM","AI-MEDIA TECHNOLOGIES LIMITED","2020-09-15","Commercial & Professional Services",209439498
"AIQ","ALTERNATIVE INVESTMENT TRUST","2005-05-08","Not Applic",28127473
"AIR","ASTIVITA LIMITED","2009-12-16","Capital Goods",15912099
"AIS","AERIS RESOURCES LIMITED","2011-02-02","Materials",412524973
"AIV","ACTIVEX LIMITED","2006-04-11","Materials",28341228
"AIY","AUTHORISED INVESTMENT FUND LIMITED","1999-03-19","Not Applic","N/A"
"AIZ","AIR NEW ZEALAND LIMITED","1997-10-01","Transportation",1661809457
"AJJ","ASIAN AMERICAN MEDICAL GROUP LIMITED","2007-03-19","Health Care Equipment & Services",10084830
"AJL","AJ LUCAS GROUP LIMITED","1999-08-10","Capital Goods",40673746
"AJM","ALTURA MINING LIMITED","2001-01-08","Materials","N/A"
"AJQ","ARMOUR ENERGY LIMITED","2012-04-26","Energy",55673689
"AJX","ALEXIUM INTERNATIONAL GROUP LIMITED","1999-12-22","Materials",46734399
"AJY","ASAPLUS RESOURCES LIMITED","2012-11-16","Materials",8160000
"AKG","ACADEMIES AUSTRALASIA GROUP LIMITED","1977-06-01","Consumer Services",25522893
"AKL","AUCKLAND REAL ESTATE TRUST","2005-09-23","Real Estate",64273720
"AKM","ASPIRE MINING LIMITED","2007-02-06","Materials",39088048
"AKN","AUKING MINING LIMITED","2007-10-29","Materials",10249241
"AKO","AKORA RESOURCES LIMITED","2020-12-15","Materials",12207344
"AKP","AUDIO PIXELS HOLDINGS LIMITED","2004-12-24","Consumer Durables & Apparel",803562564
"AL3","AML3D LIMITED","2020-04-20","Capital Goods",25577926
"AL8","ALDERAN RESOURCES LIMITED","2017-06-09","Materials",17786977
"ALB","ALBION RESOURCES LIMITED","2021-04-30","Materials",9020000
"ALC","ALCIDION GROUP LIMITED","2011-06-24","Health Care Equipment & Services",398266240
"ALD","AMPOL LIMITED","1980-12-31","Energy",6681990856
"ALG","ARDENT LEISURE GROUP LIMITED","2018-11-30","Consumer Services",709964904
"ALI","ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","2015-07-03","Not Applic",369714143
"ALK","ALKANE RESOURCES LIMITED","1980-10-07","Materials",583481024
"ALL","ARISTOCRAT LEISURE LIMITED","1996-07-09","Consumer Services",29162311331
"ALQ","ALS LIMITED","1952-07-18","Commercial & Professional Services",6006200824
"ALT","ANALYTICA LIMITED","2000-10-25","Health Care Equipment & Services",9227602
"ALU","ALTIUM LIMITED","1999-08-04","Software & Services",3930284410
"ALV","ALVO MINERALS LIMITED",,"Class Pend",0
"ALX","ATLAS ARTERIA","2010-01-25","Transportation",6521323937
"ALY","ALCHEMY RESOURCES LIMITED","2007-11-26","Materials",9411408
"AM7","ARCADIA MINERALS LIMITED","2021-06-25","Materials",16672520
"AMA","AMA GROUP LIMITED","2006-08-31","Commercial & Professional Services",335934854
"AMC","AMCOR PLC","1969-08-28","Materials",26812913975
"AMD","ARROW MINERALS LTD","2005-10-28","Materials",10994291
"AME","ALTO METALS LIMITED","2012-12-20","Materials",38722337
"AMH","AMCIL LIMITED","2000-02-10","Not Applic",390865710
"AMI","AURELIA METALS LIMITED","2007-05-08","Materials",438332656
"AML","AEON METALS LIMITED.","2007-06-14","Materials",43452183
"AMN","AGRIMIN LIMITED","2007-10-09","Materials",109766262
"AMO","AMBERTECH LIMITED","2004-12-10","Technology Hardware & Equipment",24135824
"AMP","AMP LIMITED","1998-06-15","Diversified Financials",3592716438
"AMS","ATOMOS LIMITED","2018-12-28","Consumer Durables & Apparel",338648514
"AMT","ALLEGRA ORTHOPAEDICS LIMITED","2007-12-05","Health Care Equipment & Services",24025617
"AMX","AEROMETREX LIMITED","2019-12-10","Commercial & Professional Services",73632000
"AND","ANSARADA GROUP LIMITED","2020-02-14","Software & Services",146373673
"ANG","AUSTIN ENGINEERING LIMITED","2004-03-09","Capital Goods",127616350
"ANL","AMANI GOLD LIMITED","2006-12-14","Materials",24773993
"ANN","ANSELL LIMITED","1985-08-22","Health Care Equipment & Services",4702033711
"ANO","ADVANCE NANOTEK LIMITED","2005-02-24","Materials",237410821
"ANP","ANTISENSE THERAPEUTICS LIMITED","2001-12-20","Pharmaceuticals, Biotechnology & Life Sciences",106278123
"ANR","ANATARA LIFESCIENCES LTD","2014-10-16","Pharmaceuticals, Biotechnology & Life Sciences",10652926
"ANW","AUS TIN MINING LTD","2010-10-21","Materials",12716787
"ANX","ANAX METALS LIMITED","2004-06-15","Materials",40271147
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","1969-09-30","Banks","N/A"
"AO1","ASSETOWL LIMITED","2011-05-30","Software & Services",4897231
"AOA","AUSMON RESOURCES LIMITED","2009-03-31","Materials",4518956
"AOF","AUSTRALIAN UNITY OFFICE FUND","2016-06-20","Real Estate",391232580
"AON","APOLLO MINERALS LIMITED","2007-10-31","Materials",38240963
"AOP","APOLLO CONSOLIDATED LIMITED","2005-06-29","Materials",107899618
"AOU","AUROCH MINERALS LTD","2011-09-01","Materials",50146240
"APA","APA GROUP","2000-06-13","Utilities",10748832955
"APC","AUSTRALIAN POTASH LIMITED","2011-12-20","Materials",71491234
"APE","EAGERS AUTOMOTIVE LIMITED","1957-04-17","Retailing",4218841601
"APG","AUSTPAC RESOURCES NL","1986-07-24","Materials","N/A"
"APH","AUSTRALIAN PRIMARY HEMP LIMITED","2003-12-23","Food, Beverage & Tobacco",29947592
"API","AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED","1997-06-16","Health Care Equipment & Services",655232527
"APL","ANTIPODES GLOBAL INVESTMENT COMPANY LTD","2016-10-18","Not Applic",565226463
"APT","AFTERPAY LIMITED","2017-06-29","Software & Services",38668589635
"APV","APPSVILLAGE AUSTRALIA LIMITED","2019-08-27","Software & Services",3871395
"APW","AIMS PROPERTY SECURITIES FUND","2004-12-17","Real Estate",56645915
"APX","APPEN LIMITED","2015-01-07","Software & Services",1295978865
"APZ","ASPEN GROUP","1991-04-11","Real Estate",197543127
"AQC","AUSTRALIAN PACIFIC COAL LIMITED","1999-12-17","Materials",7825146
"AQD","AUSQUEST LIMITED","2003-11-25","Materials",16463797
"AQI","ALICANTO MINERALS LIMITED","2012-09-19","Materials",39464095
"AQN","AQUIRIAN LIMITED","2021-07-27","Commercial & Professional Services",14800000
"AQR","APN CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",491495663
"AQS","AQUIS ENTERTAINMENT LIMITED","2011-12-02","Consumer Services",37028210
"AQX","ALICE QUEEN LIMITED","2004-09-09","Materials",15457333
"AQZ","ALLIANCE AVIATION SERVICES LIMITED","2011-12-20","Transportation",645765319
"AR3","AUSTRALIAN RARE EARTHS LIMITED","2021-07-01","Materials",112893600
"AR9","ARCHTIS LIMITED","2018-09-21","Software & Services",72437811
"ARA","ARIADNE AUSTRALIA LIMITED","1982-10-12","Commercial & Professional Services",123632687
"ARB","ARB CORPORATION LIMITED.","1987-06-26","Automobiles & Components",4181056597
"ARC","AUSTRALIAN RURAL CAPITAL LIMITED","2000-04-14","Diversified Financials",16674757
"ARD","ARGENT MINERALS LIMITED","2008-04-03","Materials",26305474
"ARE","ARGONAUT RESOURCES NL","1986-01-23","Materials",21637229
"ARF","ARENA REIT.","2013-06-13","Real Estate",1453063852
"ARG","ARGO INVESTMENTS LIMITED","1963-03-31","Not Applic",6800946816
"ARL","ARDEA RESOURCES LIMITED","2017-02-09","Materials",69017110
"ARN","ALDORO RESOURCES LIMITED","2018-09-13","Materials",45351066
"ARO","ASTRO RESOURCES NL","1986-08-14","Materials",18820965
"ARR","AMERICAN RARE EARTHS LIMITED","2011-02-17","Materials",60341457
"ART","AIRTASKER LIMITED","2021-03-23","Media & Entertainment",399538844
"ARU","ARAFURA RESOURCES LIMITED","2003-11-05","Materials",232492100
"ARV","ARTEMIS RESOURCES LIMITED","2007-03-16","Materials",109184796
"ARX","AROA BIOSURGERY LIMITED","2020-07-24","Pharmaceuticals, Biotechnology & Life Sciences",355537329
"AS1","ANGEL SEAFOOD HOLDINGS LTD","2018-02-21","Food, Beverage & Tobacco",21004731
"AS2","ASKARI METALS LIMITED","2021-07-07","Materials",8291595
"ASB","AUSTAL LIMITED","1998-12-08","Capital Goods",710127159
"ASG","AUTOSPORTS GROUP LIMITED.","2016-11-16","Retailing",456270000
"ASH","ASHLEY SERVICES GROUP LIMITED","2014-08-21","Commercial & Professional Services",74867470
"ASM","AUSTRALIAN STRATEGIC MATERIALS LIMITED","2020-07-30","Materials",1530380886
"ASN","ANSON RESOURCES LIMITED","2010-07-08","Materials",84473818
"ASO","ASTON MINERALS LIMITED","2011-03-04","Materials",143129614
"ASP","ASPERMONT LIMITED.","2000-04-27","Media & Entertainment",65355775
"ASQ","AUSTRALIAN SILICA QUARTZ GROUP LTD","2007-10-22","Materials",24923415
"AST","AUSNET SERVICES LIMITED","2005-12-14","Utilities",7353531813
"ASW","ADVANCED SHARE REGISTRY LIMITED","2008-06-10","Diversified Financials",41045423
"ASX","ASX LIMITED","1998-10-14","Diversified Financials",16852458852
"AT1","ATOMO DIAGNOSTICS LIMITED","2020-04-16","Health Care Equipment & Services",119405539
"ATC","ALTECH CHEMICALS LTD","2010-01-27","Materials",68183691
"ATH","ALTERITY THERAPEUTICS LIMITED","2000-03-28","Pharmaceuticals, Biotechnology & Life Sciences",77019986
"ATL","APOLLO TOURISM & LEISURE LTD","2016-11-04","Automobiles & Components",72598854
"ATM","ANEKA TAMBANG (PERSERO) TBK (PT)","1999-08-09","Materials","N/A"
"ATP","ATLAS PEARLS LTD","1993-12-31","Consumer Durables & Apparel",11124666
"ATR","ASTRON CORPORATION LIMITED","1983-11-11","Materials",55114685
"ATS","AUSTRALIS OIL & GAS LIMITED","2016-07-25","Energy",50881473
"ATU","ATRUM COAL LIMITED","2012-07-24","Materials",27452358
"ATV","ACTIVEPORT GROUP LTD",,"Software & Services",0
"ATX","AMPLIA THERAPEUTICS LIMITED","2013-12-23","Pharmaceuticals, Biotechnology & Life Sciences",23716055
"AU1","THE AGENCY GROUP AUSTRALIA LTD","2007-12-18","Real Estate",21857406
"AUA","AUDEARA LIMITED","2021-05-18","Consumer Durables & Apparel",9975000
"AUB","AUB GROUP LIMITED","2005-11-16","Insurance",1749970485
"AUC","AUSGOLD LIMITED","2009-12-16","Materials",61828632
"AUE","AURUM RESOURCES LIMITED",,"Class Pend",0
"AUH","AUSTCHINA HOLDINGS LIMITED","2003-03-17","Energy",9886384
"AUI","AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","1974-01-01","Not Applic",1259554051
"AUK","AUMAKE LIMITED.","2011-12-07","Retailing",14555032
"AUN","AURUMIN LIMITED","2020-12-09","Materials",19950297
"AUP","AURORA PROPERTY BUY-WRITE INCOME TRUST","2007-07-26","Not Applic","N/A"
"AUQ","ALARA RESOURCES LIMITED","2007-05-24","Materials",11286868
"AUR","AURIS MINERALS LIMITED","2001-03-15","Materials",26214428
"AUT","AUTECO MINERALS LTD","2005-09-21","Materials",148378925
"AUZ","AUSTRALIAN MINES LIMITED","2001-09-28","Materials",103285419
"AV1","ADVERITAS LIMITED","2012-12-18","Software & Services",38114461
"AVA","AVA RISK GROUP LIMITED","2015-05-11","Technology Hardware & Equipment",132259329
"AVC","AUCTUS INVESTMENT GROUP LIMITED","2011-08-10","Diversified Financials",85722796
"AVE","AVECHO BIOTECHNOLOGY LIMITED","1993-08-09","Pharmaceuticals, Biotechnology & Life Sciences",31213981
"AVG","AUSTRALIAN VINTAGE LTD","1992-03-26","Food, Beverage & Tobacco",212216328
"AVH","AVITA MEDICAL INC.","2020-06-24","Pharmaceuticals, Biotechnology & Life Sciences",684361260
"AVJ","AVJENNINGS LIMITED","1994-01-27","Real Estate",255925359
"AVL","AUSTRALIAN VANADIUM LIMITED","2007-02-21","Materials",68897335
"AVN","AVENTUS GROUP","2015-10-16","Real Estate",1899739679
"AVR","ANTERIS TECHNOLOGIES LTD","2004-03-24","Health Care Equipment & Services",72544950
"AVW","AVIRA RESOURCES LTD","2013-01-09","Materials",6875200
"AVZ","AVZ MINERALS LIMITED","2007-09-14","Materials",820634033
"AWC","ALUMINA LIMITED","1961-10-31","Materials",5397127436
"AWJ","AURIC MINING LIMITED","2021-02-12","Materials",12566384
"AWN","AWN HOLDINGS LIMITED","2003-06-04","Capital Goods",31680160
"AWV","ANOVA METALS LIMITED","2011-05-18","Materials",34394261
"AX1","ACCENT GROUP LIMITED","2004-07-07","Retailing",1202944107
"AX8","ACCELERATE RESOURCES LIMITED","2018-02-14","Materials",6273912
"AXE","ARCHER MATERIALS LIMITED","2007-08-14","Materials",372300203
"AXI","AXIOM PROPERTIES LIMITED","1997-01-31","Real Estate",32453524
"AXP","AXP ENERGY LIMITED","2006-07-20","Energy","N/A"
"AYI","A1 INVESTMENTS & RESOURCES LTD","2007-10-02","Diversified Financials",16421946
"AYM","AUSTRALIA UNITED MINING LIMITED","2011-09-19","Materials",20268352
"AZI","ALTA ZINC LIMITED","2009-12-24","Materials",23257130
"AZJ","AURIZON HOLDINGS LIMITED","2010-11-22","Transportation",6976268092
"AZS","AZURE MINERALS LIMITED","2003-12-16","Materials",106686324
"AZY","ANTIPA MINERALS LIMITED","2011-04-20","Materials",144361260
"BAP","BAPCOR LIMITED","2014-04-24","Retailing",2498076000
"BAR","BARRA RESOURCES LIMITED","2000-12-12","Materials",16262594
"BAS","BASS OIL LIMITED","2004-09-30","Energy",6687802
"BAT","BATTERY MINERALS LIMITED","2012-10-29","Materials",29439585
"BBC","BNK BANKING CORPORATION LIMITED","2012-05-22","Banks",91349920
"BBL","BRISBANE BRONCOS LIMITED","1989-05-12","Media & Entertainment",67648036
"BBN","BABY BUNTING GROUP LIMITED","2015-10-14","Retailing",687860898
"BBT","BLUEBET HOLDINGS LTD","2021-07-02","Consumer Services",534292763
"BBX","BBX MINERALS LIMITED","2005-08-12","Materials",89314188
"BC8","BLACK CAT SYNDICATE LIMITED","2018-01-30","Materials",85892765
"BCA","BLACK CANYON LIMITED","2021-05-05","Materials",9734790
"BCB","BOWEN COKING COAL LIMITED","1995-06-22","Materials",193948794
"BCC","BEAM COMMUNICATIONS HOLDINGS LIMITED","1986-11-06","Technology Hardware & Equipment",18387973
"BCI","BCI MINERALS LIMITED","2006-12-15","Materials",290792017
"BCK","BROCKMAN MINING LIMITED","2011-01-11","Materials",389727750
"BCN","BEACON MINERALS LIMITED","2006-10-20","Materials",125423415
"BCT","BLUECHIIP LIMITED","2011-06-09","Technology Hardware & Equipment",19730057
"BD1","BARD1 LIFE SCIENCES LIMITED","1991-04-18","Health Care Equipment & Services",132386285
"BDA","BOD AUSTRALIA LIMITED","2016-10-27","Retailing",31747176
"BDC","BARDOC GOLD LIMITED","2007-12-12","Materials",117997502
"BDG","BLACK DRAGON GOLD CORP.","2018-08-29","Materials",8273988
"BDM","BURGUNDY DIAMOND MINES LIMITED","2013-01-04","Materials",92556265
"BDX","BCAL DIAGNOSTICS LIMITED","2021-07-21","Pharmaceuticals, Biotechnology & Life Sciences",42409505
"BEE","BROO LTD","2016-10-14","Food, Beverage & Tobacco",12767665
"BEL","BENTLEY CAPITAL LIMITED","1986-11-07","Not Applic",6166361
"BEM","BLACKEARTH MINERALS NL","2018-01-19","Materials",33366218
"BEN","BENDIGO AND ADELAIDE BANK LIMITED","1985-12-19","Banks",5537134431
"BET","BETMAKERS TECHNOLOGY GROUP LTD","2015-12-11","Consumer Services",1006667868
"BEX","BIKEEXCHANGE LIMITED","2021-02-09","Class Pend",51274284
"BEZ","BESRA GOLD INC.",,"Materials",0
"BFC","BESTON GLOBAL FOOD COMPANY LIMITED","2015-08-28","Food, Beverage & Tobacco",80333345
"BFG","BELL FINANCIAL GROUP LIMITED","2007-12-12","Diversified Financials",543660992
"BFL","BSP FINANCIAL GROUP LIMITED","2021-05-25","Banks",2616451169
"BGA","BEGA CHEESE LIMITED","2011-08-19","Food, Beverage & Tobacco",1643265739
"BGD","BARTON GOLD HOLDINGS LIMITED","2021-06-28","Materials",34245260
"BGL","BELLEVUE GOLD LIMITED","2005-12-20","Materials",811624963
"BGP","BRISCOE GROUP AUSTRALASIA LIMITED","2017-07-20","Retailing",1023758980
"BGT","BIO-GENE TECHNOLOGY LTD","2017-11-29","Materials",21983473
"BHD","BENJAMIN HORNIGOLD LIMITED","2017-05-12","Not Applic",7005020
"BHL","BOYUAN HOLDINGS LIMITED","2016-10-31","Real Estate","N/A"
"BHP","BHP GROUP LIMITED","1885-08-13","Materials",132849820362
"BID","BILL IDENTITY LIMITED","2011-01-27","Software & Services",57845013
"BIQ","BUILDINGIQ, INC","2015-12-17","Software & Services","N/A"
"BIR","BIR FINANCIAL LIMITED","2006-07-31","Diversified Financials",3087514
"BIS","BISALLOY STEEL GROUP LIMITED","2003-06-23","Materials",67274184
"BIT","BIOTRON LIMITED","2001-01-24","Pharmaceuticals, Biotechnology & Life Sciences",35798568
"BKG","BOOKTOPIA GROUP LIMITED","2020-12-03","Retailing",385979630
"BKI","BKI INVESTMENT COMPANY LIMITED","2003-12-12","Not Applic",1218543605
"BKL","BLACKMORES LIMITED","1985-05-02","Household & Personal Products",1803916073
"BKT","BLACK ROCK MINING LIMITED","2003-12-10","Materials",140206210
"BKW","BRICKWORKS LIMITED","1962-06-30","Materials",3662571923
"BKY","BERKELEY ENERGIA LIMITED","2003-09-16","Energy",76399661
"BLD","BORAL LIMITED.","2000-02-21","Materials",6640592282
"BLG","BLUGLASS LIMITED","2006-09-22","Semiconductors & Semiconductor Equipment",36116805
"BLU","BLUE ENERGY LIMITED.","1994-10-13","Energy",85048481
"BLX","BEACON LIGHTING GROUP LIMITED","2014-04-15","Retailing",480141023
"BLY","BOART LONGYEAR LIMITED","2007-04-05","Materials",26110981
"BLZ","BLAZE MINERALS LIMITED","1996-09-12","Energy",8625003
"BMG","BMG RESOURCES LIMITED","2004-05-12","Materials",15679591
"BMH","BAUMART HOLDINGS LIMITED","2015-06-19","Capital Goods",28948951
"BML","BOAB METALS LIMITED","2004-07-15","Materials",58327540
"BMM","BALKAN MINING AND MINERALS LIMITED","2021-07-14","Materials",31500000
"BMN","BANNERMAN ENERGY LTD","2005-04-28","Energy",216867200
"BMO","BASTION MINERALS LIMITED","2021-03-16","Materials",15883786
"BMT","BEAMTREE HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services",137357022
"BNL","BLUE STAR HELIUM LIMITED","1994-11-24","Energy",40226013
"BNO","BIONOMICS LIMITED","1999-12-21","Pharmaceuticals, Biotechnology & Life Sciences",186405398
"BNR","BULLETIN RESOURCES LIMITED","2010-12-20","Materials",12012636
"BNZ","BENZ MINING CORP.","2020-12-23","Materials",81247249
"BOA","BOADICEA RESOURCES LIMITED","2012-10-11","Materials",15539979
"BOC","BOUGAINVILLE COPPER LIMITED","1970-12-31","Materials",156414375
"BOE","BOSS ENERGY LTD","2007-07-25","Materials",398698354
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",76999357
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Banks",6094859744
